Motor RPM,Motor Temp (°C),Motor Current (A),Torque (Nm),Motor Status
7499.04,96.23,23.65,185.08,Good
2491.22,42.44,12.39,14.72,Good
5085.98,116.96,94.08,212.99,Faulty
5588.75,103.89,166.04,393.73,Faulty
2881.62,48.4,66.05,213.99,Good
6860.82,46.75,79.91,81.15,Good
7603.71,41.31,182.35,18.62,Faulty
7136.41,42.45,168.2,148.33,Good
6043.0,97.33,134.68,368.11,Good
2580.99,72.27,57.03,398.66,Good
2612.12,100.46,27.82,378.69,Faulty
7725.2,97.16,8.13,294.47,Good
577.13,84.42,25.87,227.68,Good
5870.37,91.77,62.06,240.37,Good
5796.85,31.65,112.6,220.21,Good
5170.17,58.06,17.48,285.75,Good
7925.82,87.4,31.56,173.36,Good
2839.1,30.84,40.31,270.99,Good
3049.79,32.97,128.24,57.43,Good
1092.05,106.67,125.08,113.62,Faulty
3820.99,91.56,112.4,336.04,Good
2457.86,53.88,53.85,362.46,Good
3075.4,91.92,77.37,220.21,Good
6759.29,101.32,23.85,22.34,Faulty
7516.13,57.61,49.16,371.52,Good
1893.0,33.24,180.05,283.81,Faulty
3293.82,113.95,196.04,171.47,Faulty
7464.73,61.07,131.29,243.37,Good
963.56,39.58,183.78,177.61,Faulty
1192.7,74.27,130.33,191.48,Good
1720.93,99.16,11.47,355.86,Good
4964.1,49.95,199.37,72.82,Faulty
1628.54,54.25,24.3,50.43,Good
7760.57,51.84,138.12,11.06,Good
3850.36,119.25,54.3,132.46,Faulty
4261.38,47.77,81.44,67.49,Good
2349.94,81.8,130.96,95.79,Good
4032.2,113.27,90.12,14.38,Faulty
5464.35,43.22,53.86,98.61,Good
6133.83,117.38,70.22,139.76,Faulty
6154.01,115.27,71.6,22.31,Faulty
4834.18,109.61,192.07,247.08,Faulty
7282.7,49.31,160.73,231.83,Good
6630.56,87.06,94.42,47.84,Good
6177.86,98.48,43.97,242.05,Good
917.04,118.74,163.15,399.48,Faulty
551.58,46.24,35.65,378.34,Good
2093.35,98.94,46.04,11.04,Good
5476.43,60.49,76.37,320.2,Good
3583.98,45.81,176.67,147.91,Good
3518.05,67.92,30.7,34.82,Good
7134.4,101.45,28.84,125.43,Faulty
7216.72,71.84,101.33,135.48,Good
7318.81,78.38,58.9,214.07,Good
2854.09,119.56,115.9,267.82,Faulty
5682.92,65.92,93.07,302.13,Good
2537.25,85.39,89.82,105.9,Good
1929.57,62.87,26.83,135.49,Good
1884.74,65.35,32.5,130.27,Good
3065.81,92.61,165.11,151.47,Good
3724.68,114.41,177.75,399.87,Faulty
6732.12,78.81,50.76,313.4,Good
1399.18,99.16,27.12,390.25,Good
6011.94,38.03,15.42,280.31,Good
4485.91,49.0,123.62,168.45,Good
2659.59,75.19,144.49,162.0,Good
4196.15,31.8,77.7,200.55,Good
2749.57,52.76,137.54,172.58,Good
4970.61,76.57,144.03,333.05,Good
3753.83,31.35,187.39,191.35,Faulty
1733.04,53.81,17.65,125.29,Good
1374.37,76.26,42.5,312.2,Good
4600.22,81.58,18.36,343.22,Good
7268.1,113.32,174.26,173.97,Faulty
3079.68,88.08,159.55,270.45,Good
5997.5,67.33,117.06,32.93,Good
5439.96,113.73,21.31,216.49,Faulty
7486.66,100.64,58.3,27.54,Faulty
6657.36,48.0,63.06,21.38,Good
4749.54,41.78,114.34,249.04,Good
5427.73,90.82,55.32,128.3,Good
7237.9,80.39,19.23,299.59,Good
3496.39,101.07,147.5,359.47,Faulty
2950.96,96.49,63.32,64.36,Good
581.08,86.27,93.21,292.56,Good
6699.13,118.77,29.89,210.66,Faulty
6507.36,78.02,161.5,53.73,Good
1283.41,40.18,115.28,264.12,Good
4826.43,104.54,180.81,247.69,Faulty
3979.86,52.67,101.62,211.1,Good
1390.32,99.96,188.58,371.32,Faulty
7854.26,116.14,178.91,213.22,Faulty
2110.22,92.71,117.41,396.3,Good
1004.26,83.64,187.11,208.6,Faulty
4961.36,71.43,68.0,55.18,Good
6041.5,62.8,76.3,193.48,Good
743.33,61.77,13.87,81.11,Good
5440.38,87.27,119.89,242.88,Good
4492.19,97.61,145.78,280.32,Good
1274.49,91.07,155.84,192.69,Good
1793.93,47.86,34.21,48.1,Good
4759.81,74.46,91.61,192.77,Good
2722.68,101.25,39.49,41.77,Faulty
7537.37,72.81,134.11,276.03,Good
6640.55,78.3,35.8,318.24,Good
7876.75,99.4,181.31,385.33,Faulty
2447.53,89.51,49.97,68.03,Good
7772.93,66.84,61.82,217.64,Good
3734.25,110.59,170.93,231.34,Faulty
3106.39,44.63,94.4,369.77,Good
877.62,119.6,9.68,254.64,Faulty
895.74,40.7,101.44,66.75,Good
5690.08,31.35,21.49,180.18,Good
3934.47,110.1,197.14,265.36,Faulty
2198.91,52.05,119.68,283.11,Good
5104.78,95.67,55.02,346.6,Good
2396.44,102.99,114.92,80.4,Faulty
4832.24,107.31,19.99,381.1,Faulty
3194.07,119.24,160.98,33.06,Faulty
6676.64,56.46,185.44,393.67,Faulty
6655.22,93.92,175.52,344.53,Good
4080.13,40.39,71.64,267.51,Good
3131.14,66.61,68.52,296.65,Good
3219.2,106.32,11.84,38.35,Faulty
6542.86,63.09,132.02,26.18,Good
2961.35,83.2,109.31,49.69,Good
2067.95,75.34,94.57,44.07,Good
1135.16,88.14,181.99,223.48,Faulty
4000.2,117.56,37.74,94.02,Faulty
4115.99,35.02,6.88,345.48,Good
6806.82,81.66,19.3,183.84,Good
2159.29,107.67,48.56,281.25,Faulty
3357.43,73.32,11.49,264.62,Good
6563.04,37.07,103.05,134.74,Good
6677.18,80.45,66.25,104.84,Good
3384.58,59.89,40.19,143.56,Good
3943.43,43.94,151.27,320.7,Good
2774.64,106.41,44.87,238.65,Faulty
7494.16,76.94,139.08,108.88,Good
1389.83,113.99,73.11,328.96,Faulty
7503.12,102.54,104.81,31.36,Faulty
5629.0,92.37,187.1,282.68,Faulty
4486.79,30.45,12.28,181.25,Good
744.94,68.5,102.55,295.2,Good
4066.97,47.77,171.61,371.71,Good
3558.11,111.97,119.65,302.51,Faulty
1709.14,45.71,58.99,182.37,Good
5423.07,55.75,82.55,68.88,Good
7783.63,76.52,137.65,324.48,Good
4716.42,53.7,178.71,189.68,Good
5860.65,48.89,13.01,39.37,Good
1013.38,83.92,18.95,290.43,Good
3632.5,38.0,68.39,123.82,Good
1372.69,35.24,50.39,29.07,Good
5095.97,63.5,56.66,362.07,Good
7538.62,94.86,48.15,198.41,Good
5463.33,79.93,43.19,119.57,Good
1076.02,68.06,30.47,289.39,Good
3160.0,80.92,187.12,355.5,Faulty
4629.98,62.89,33.12,10.12,Good
3524.06,114.25,44.86,278.26,Faulty
6752.33,34.94,53.02,309.13,Good
6610.03,90.61,186.94,91.87,Faulty
5088.73,110.22,152.36,200.95,Faulty
3300.93,102.35,158.99,44.82,Faulty
2415.02,46.56,25.43,301.23,Good
1294.06,56.63,168.08,340.51,Good
3161.73,94.53,84.6,52.19,Good
3598.79,37.58,56.25,328.42,Good
5568.67,103.07,117.27,310.91,Faulty
5436.2,94.7,165.33,145.3,Good
1025.81,95.66,156.84,279.21,Good
3464.44,39.02,178.55,10.02,Good
1863.34,94.6,185.99,373.4,Faulty
1676.1,91.18,51.43,224.65,Good
6704.77,104.78,87.65,251.93,Faulty
814.36,33.74,7.85,269.22,Good
3643.87,32.08,176.47,228.93,Good
1761.53,63.57,35.14,344.14,Good
7094.98,43.39,172.99,247.78,Good
4677.8,80.25,69.23,364.03,Good
2235.35,112.56,76.79,237.11,Faulty
4268.2,65.23,12.63,76.74,Good
5986.15,106.05,68.74,366.29,Faulty
7685.89,30.02,178.23,275.83,Good
2153.35,45.17,9.98,282.7,Good
7146.36,32.74,84.23,394.34,Good
7507.28,59.53,11.12,39.33,Good
7373.15,111.74,77.33,177.15,Faulty
5265.61,38.73,38.66,103.25,Good
5223.65,84.58,54.18,255.87,Good
3524.08,70.63,176.13,324.66,Good
6142.98,114.46,90.03,386.86,Faulty
4484.71,41.03,58.39,187.29,Good
5580.79,49.08,119.92,316.63,Good
3713.43,32.66,32.71,367.65,Good
5986.22,69.05,55.58,276.5,Good
6683.54,55.0,111.52,104.67,Good
1598.27,108.29,51.32,247.06,Faulty
6746.97,84.44,137.43,388.28,Good
4552.22,85.27,100.84,395.15,Good
6834.99,77.87,155.54,260.52,Good
3734.76,38.27,189.91,355.93,Faulty
3342.8,70.05,27.58,88.14,Good
7362.96,119.96,70.26,105.97,Faulty
2383.77,105.17,67.31,381.63,Faulty
6831.59,110.41,34.48,62.74,Faulty
4130.15,104.09,163.01,84.53,Faulty
4355.72,39.27,153.18,174.01,Good
2813.51,50.47,99.46,239.94,Good
4797.82,30.28,109.87,245.49,Good
2939.08,57.32,16.61,123.87,Good
794.52,39.77,113.32,369.04,Good
2539.99,72.55,159.31,366.89,Good
547.84,90.94,116.9,162.91,Good
7837.66,108.71,56.73,179.37,Faulty
7743.1,97.43,135.17,283.97,Good
3463.66,114.47,75.49,268.57,Faulty
5962.78,34.85,111.25,159.1,Good
3093.55,31.1,100.08,171.56,Good
5533.2,89.52,79.33,145.74,Good
6540.73,56.04,145.18,101.8,Good
7600.67,52.82,177.36,188.67,Good
3501.59,59.78,6.02,277.71,Good
6374.73,54.28,187.06,299.37,Faulty
2494.46,76.03,104.75,313.76,Good
7927.49,69.61,141.64,156.15,Good
693.27,76.12,171.85,308.21,Good
5026.47,90.54,96.09,12.54,Good
5446.29,64.84,167.82,196.05,Good
5660.34,52.62,39.64,319.62,Good
1402.91,44.96,36.04,255.72,Good
7538.97,61.45,133.21,194.88,Good
1858.87,96.76,174.68,261.41,Good
5170.65,98.1,179.02,363.71,Good
2170.07,90.02,130.53,230.89,Good
2804.12,51.06,107.47,321.92,Good
4598.44,82.93,69.62,392.49,Good
3628.95,81.36,196.1,285.17,Faulty
1701.69,73.58,67.34,233.6,Good
1782.02,79.5,150.12,24.62,Good
3636.09,74.26,108.74,156.05,Good
6179.62,80.89,123.66,230.52,Good
7234.73,94.4,81.73,320.91,Good
1130.96,39.87,193.14,180.86,Faulty
3448.28,97.47,116.48,384.42,Good
1251.84,42.23,187.87,116.0,Faulty
624.44,36.0,6.48,300.38,Good
5462.89,117.85,116.67,173.42,Faulty
5018.37,116.13,144.85,199.54,Faulty
1722.64,35.44,150.29,322.98,Good
2253.6,69.89,181.47,125.52,Faulty
677.81,46.76,5.86,47.76,Good
6762.1,73.68,5.06,212.9,Good
7810.18,104.72,97.09,216.23,Faulty
1515.95,115.56,10.71,320.9,Faulty
2236.06,87.08,195.03,387.64,Faulty
7013.07,61.85,48.3,31.57,Good
7448.48,84.3,97.17,240.76,Good
3647.21,58.08,16.92,275.7,Good
879.67,111.88,106.8,394.46,Faulty
795.44,108.34,79.09,377.61,Faulty
4804.62,80.24,13.71,287.86,Good
3446.71,59.23,70.35,213.5,Good
714.89,56.41,81.33,72.99,Good
4874.39,33.01,198.03,159.83,Faulty
584.77,103.42,45.54,238.2,Faulty
6405.29,70.53,111.23,292.83,Good
2798.25,59.26,197.53,257.81,Faulty
801.94,72.4,159.44,288.51,Good
4912.64,103.69,198.71,177.37,Faulty
3482.63,41.22,193.82,293.77,Faulty
7803.5,107.19,100.46,66.06,Faulty
4581.49,110.78,140.79,73.41,Faulty
2564.29,115.2,26.54,73.5,Faulty
5820.79,65.77,91.02,357.44,Good
2536.19,49.54,162.76,39.65,Good
7281.82,63.63,103.54,322.59,Good
3310.41,59.96,142.03,101.09,Good
4624.01,45.85,150.42,192.69,Good
879.3,84.65,54.43,367.22,Good
3695.91,72.9,175.76,238.52,Good
6742.73,107.91,94.67,91.95,Faulty
6542.37,32.89,45.99,120.8,Good
2182.39,87.95,173.76,368.97,Good
2195.59,98.67,86.47,176.59,Good
6629.79,98.35,151.31,238.92,Good
7477.99,109.75,111.87,189.37,Faulty
1215.21,95.61,79.46,157.59,Good
3875.44,113.5,162.93,97.08,Faulty
3030.91,59.94,118.97,277.61,Good
7030.16,75.29,81.16,290.11,Good
1126.44,31.27,26.37,117.21,Good
2083.44,30.63,179.61,317.71,Good
6143.51,51.61,11.92,343.27,Good
884.7,39.07,173.32,369.06,Good
4194.02,53.42,75.19,72.87,Good
3815.8,45.93,129.67,128.53,Good
3008.01,32.57,184.83,345.54,Faulty
3459.29,111.84,34.58,87.43,Faulty
4474.55,30.74,115.56,11.35,Good
1710.26,96.25,154.06,349.62,Good
4789.97,43.69,152.73,137.32,Good
6540.74,112.1,107.5,171.65,Faulty
6201.21,110.35,126.82,184.07,Faulty
1654.25,88.85,152.72,340.83,Good
1619.37,90.5,169.0,141.78,Good
2511.31,30.48,153.55,357.99,Good
3208.06,118.64,74.03,250.61,Faulty
3563.42,109.0,199.36,215.64,Faulty
5597.73,110.56,89.73,136.99,Faulty
925.1,89.33,9.77,105.05,Good
760.05,61.03,75.71,253.38,Good
3439.33,110.43,29.92,184.29,Faulty
5728.73,56.24,28.68,365.1,Good
1950.77,80.64,59.9,201.74,Good
5311.28,38.98,15.41,209.6,Good
2448.71,112.98,139.26,172.52,Faulty
7145.65,42.67,19.43,317.81,Good
7217.67,50.24,44.64,175.69,Good
2729.65,80.23,23.12,115.04,Good
2224.95,98.77,17.32,346.19,Good
3584.78,85.74,57.21,242.76,Good
2303.99,50.89,116.52,240.69,Good
5542.88,30.08,193.11,248.22,Faulty
6695.49,98.14,175.73,290.35,Good
5548.19,118.67,175.81,132.1,Faulty
6682.63,102.89,39.33,23.2,Faulty
3477.44,71.42,56.66,326.13,Good
1672.38,111.34,19.9,60.27,Faulty
6034.63,66.89,156.8,291.51,Good
3203.56,77.24,18.61,42.1,Good
5534.53,72.94,113.56,156.37,Good
2529.83,70.29,53.34,34.58,Good
1109.22,99.77,52.47,213.66,Good
7944.36,77.41,198.19,264.72,Faulty
1671.51,58.5,152.57,76.86,Good
7913.16,53.23,168.2,154.93,Good
7829.6,33.4,116.54,372.79,Good
6453.64,82.49,174.85,182.53,Good
5445.67,50.7,130.87,322.99,Good
4833.55,43.33,189.5,371.6,Faulty
6995.76,88.84,59.86,389.99,Good
2670.8,91.31,121.09,360.35,Good
4007.61,97.69,139.58,133.79,Good
5145.42,75.32,81.62,385.4,Good
3583.93,110.46,176.54,326.83,Faulty
3706.15,114.27,196.06,336.5,Faulty
2977.14,102.66,101.29,15.92,Faulty
4731.74,87.2,81.17,382.15,Good
6879.31,57.33,97.03,313.46,Good
2011.46,118.47,171.28,309.51,Faulty
7508.25,54.67,130.87,41.79,Good
5668.16,48.24,13.73,100.7,Good
6674.55,69.79,110.72,385.28,Good
4671.43,35.12,8.37,205.26,Good
6346.38,118.06,156.81,165.16,Faulty
621.5,82.96,69.02,337.58,Good
6637.85,80.13,97.04,44.06,Good
801.04,89.02,160.74,172.61,Good
7174.35,74.73,14.06,156.52,Good
7939.72,32.89,35.92,146.44,Good
2705.51,85.11,82.6,130.0,Good
2077.39,94.46,49.84,91.93,Good
6240.23,67.51,70.89,77.44,Good
2397.7,98.16,199.64,259.76,Faulty
6991.72,50.43,165.96,368.56,Good
1271.32,49.91,177.36,208.45,Good
1444.66,44.53,187.73,126.21,Faulty
7843.64,63.48,71.48,72.07,Good
5553.79,106.23,62.93,333.76,Faulty
6851.65,104.51,50.64,388.88,Faulty
2932.47,64.45,166.87,146.17,Good
5573.63,83.02,137.51,123.47,Good
4956.81,94.87,51.05,244.58,Good
5023.63,51.71,78.51,312.38,Good
5618.99,45.13,103.81,187.61,Good
4815.19,117.49,107.99,255.73,Faulty
3717.97,85.58,178.3,289.45,Good
2569.42,118.33,79.21,384.63,Faulty
6264.36,60.4,182.16,74.36,Faulty
2197.04,93.27,91.07,398.98,Good
5692.66,50.03,150.54,162.94,Good
2250.0,53.51,186.4,292.05,Faulty
5189.98,76.07,181.98,233.24,Faulty
6103.09,58.77,16.11,199.8,Good
2140.35,45.09,45.11,282.25,Good
949.57,53.66,98.0,164.34,Good
1482.3,33.22,89.15,59.18,Good
5044.98,93.4,129.97,200.67,Good
6870.85,74.29,189.22,213.55,Faulty
837.48,38.48,26.92,88.74,Good
6006.13,45.45,93.11,374.89,Good
3059.89,39.23,42.52,98.72,Good
4088.96,85.13,179.35,169.6,Good
7466.45,38.48,193.09,70.42,Faulty
2989.79,97.89,98.35,218.96,Good
3990.03,31.85,25.28,129.98,Good
602.62,52.44,158.13,200.82,Good
1111.99,110.16,140.94,97.6,Faulty
2439.44,94.67,74.16,30.97,Good
708.89,36.57,178.04,313.9,Good
5235.31,103.9,195.29,260.02,Faulty
3697.99,74.37,113.78,142.89,Good
4611.09,106.21,115.32,28.52,Faulty
1809.85,84.07,63.02,347.57,Good
2719.49,91.36,118.98,76.22,Good
5478.68,119.42,90.73,372.99,Faulty
7739.77,50.91,63.93,196.65,Good
878.13,86.16,18.1,142.75,Good
7177.88,71.43,54.28,299.29,Good
4826.61,33.55,43.58,351.97,Good
4729.4,31.3,110.7,154.58,Good
4252.09,40.73,122.33,168.86,Good
1020.46,88.42,123.67,178.93,Good
1174.08,81.04,80.7,369.71,Good
5006.84,79.81,87.14,280.1,Good
3057.19,32.87,167.68,106.58,Good
7379.51,72.24,97.87,82.15,Good
3549.43,113.22,197.62,99.84,Faulty
1574.61,65.78,90.73,112.79,Good
5860.39,86.24,131.67,99.77,Good
2700.15,100.18,14.82,266.82,Faulty
4441.03,100.55,132.4,55.21,Faulty
5733.75,76.74,171.03,161.07,Good
7251.98,107.22,188.78,253.77,Faulty
6441.43,65.22,199.48,123.44,Faulty
5572.71,109.98,60.02,35.46,Faulty
5597.25,51.62,117.2,41.91,Good
7594.43,55.22,92.89,59.13,Good
2718.68,34.78,114.94,335.98,Good
508.34,101.6,35.7,266.57,Faulty
2539.66,67.53,171.95,35.16,Good
2134.19,50.62,182.37,162.52,Faulty
5463.76,50.86,92.68,118.65,Good
5252.84,111.13,59.68,235.44,Faulty
4950.96,105.05,32.46,213.89,Faulty
621.83,79.82,138.33,197.64,Good
5965.84,85.45,65.89,132.66,Good
2926.48,72.69,182.36,63.74,Faulty
5487.92,65.25,135.85,299.53,Good
4674.34,112.39,130.91,353.14,Faulty
3070.48,41.31,114.08,378.22,Good
1509.32,67.66,13.93,32.86,Good
1208.14,61.01,186.72,298.56,Faulty
6736.39,74.83,127.45,293.34,Good
7387.98,71.19,198.84,379.37,Faulty
5373.41,76.7,109.78,108.64,Good
1275.76,42.59,143.47,299.45,Good
3515.2,76.18,15.96,31.3,Good
5967.04,51.82,128.19,256.19,Good
6348.66,46.59,154.11,146.83,Good
1386.64,35.84,156.81,309.87,Good
500.23,98.64,155.17,346.69,Good
5841.03,68.47,49.13,152.28,Good
3174.47,86.4,195.2,214.98,Faulty
2408.61,95.48,199.06,55.79,Faulty
596.73,91.14,19.74,172.59,Good
4552.25,72.35,187.61,150.71,Faulty
6883.63,64.91,61.44,81.42,Good
7682.24,63.84,139.41,358.85,Good
4743.09,87.6,70.93,67.75,Good
4358.46,74.53,193.71,257.94,Faulty
1137.92,106.42,24.79,357.16,Faulty
4616.55,108.72,102.06,365.67,Faulty
3349.84,45.35,88.47,319.36,Good
5053.51,42.26,68.57,78.7,Good
3415.45,86.74,130.88,328.8,Good
2302.24,57.11,30.56,117.86,Good
1212.24,31.67,144.75,369.74,Good
2861.89,109.98,196.22,286.54,Faulty
1224.84,50.42,161.89,316.25,Good
1826.73,113.64,172.7,43.16,Faulty
7905.02,94.57,75.13,237.28,Good
3830.78,98.64,68.35,330.25,Good
4489.04,48.13,105.82,346.02,Good
7052.14,51.08,13.92,21.17,Good
7966.77,76.91,189.34,376.27,Faulty
4870.36,45.49,33.04,26.9,Good
6593.55,57.49,181.09,249.66,Faulty
2952.06,58.93,21.3,280.42,Good
2793.08,44.37,165.41,51.86,Good
3520.28,48.47,34.63,28.72,Good
5543.8,100.97,12.44,316.12,Faulty
5616.44,45.05,145.3,160.02,Good
2864.3,32.56,59.65,51.77,Good
1499.07,86.64,144.33,307.44,Good
5242.97,117.84,113.24,341.17,Faulty
1462.44,59.81,26.22,239.08,Good
4838.69,40.68,186.77,72.88,Faulty
5700.67,81.33,93.2,15.94,Good
5754.59,111.57,148.22,283.31,Faulty
6151.04,100.57,102.7,224.55,Faulty
7046.45,86.03,122.85,263.81,Good
4249.69,58.36,64.04,327.14,Good
5976.87,78.77,44.07,179.35,Good
5143.8,38.21,110.8,58.56,Good
1899.8,91.11,90.84,376.59,Good
692.67,95.26,81.07,222.65,Good
2634.06,116.85,136.15,249.96,Faulty
3822.75,53.44,139.65,374.03,Good
5128.29,31.66,13.95,373.32,Good
6874.69,79.1,71.06,233.12,Good
1971.84,93.61,85.29,126.07,Good
1441.62,101.14,23.89,398.87,Faulty
7726.1,47.44,51.0,275.52,Good
1310.33,53.56,15.07,169.29,Good
4088.68,76.13,199.27,228.34,Faulty
4891.73,59.75,148.63,172.18,Good
4560.31,107.45,22.05,356.44,Faulty
1145.24,72.64,8.95,198.17,Good
927.7,101.96,145.26,331.18,Faulty
1291.13,82.26,90.64,337.67,Good
4891.91,99.58,158.43,331.49,Good
4582.59,59.94,185.08,291.65,Faulty
2253.06,104.83,121.86,343.4,Faulty
5283.31,54.71,41.49,161.02,Good
6650.51,79.15,157.53,54.72,Good
811.84,49.26,191.38,338.56,Faulty
4235.97,72.8,118.15,204.29,Good
5669.83,58.64,137.99,59.68,Good
2392.34,54.0,70.81,54.97,Good
2808.28,117.03,79.4,72.1,Faulty
5102.28,44.41,148.26,302.88,Good
7234.51,100.86,185.92,287.23,Faulty
6574.43,118.57,127.65,89.49,Faulty
4873.48,31.79,159.02,340.3,Good
5976.66,92.91,38.47,119.7,Good
3236.17,52.76,46.33,319.26,Good
5307.24,33.64,108.75,200.63,Good
3996.36,66.26,39.43,295.3,Good
1924.52,114.17,128.82,158.74,Faulty
5763.04,31.06,61.87,145.38,Good
4673.48,82.91,159.35,338.13,Good
3189.66,75.13,162.58,23.77,Good
7335.04,108.6,95.44,390.15,Faulty
657.01,37.56,40.26,262.79,Good
2868.3,91.34,131.12,178.67,Good
926.61,91.21,198.59,254.94,Faulty
6248.95,90.22,126.41,57.87,Good
5765.81,114.81,11.98,210.48,Faulty
2985.14,104.08,8.37,394.19,Faulty
5567.47,33.78,67.47,101.76,Good
3469.53,72.4,43.18,291.69,Good
6171.9,65.82,163.54,179.64,Good
3906.38,57.91,169.74,264.46,Good
3592.1,70.62,55.43,89.91,Good
7510.47,64.58,68.5,193.48,Good
2381.59,68.91,51.07,392.24,Good
1403.36,118.13,182.13,86.16,Faulty
4884.07,37.98,103.02,258.21,Good
7769.91,113.0,132.95,234.48,Faulty
3333.79,73.22,86.02,230.37,Good
965.28,86.14,128.05,249.9,Good
3044.79,104.72,80.24,205.87,Faulty
4294.49,62.44,71.24,16.6,Good
1714.42,68.74,128.72,361.04,Good
5435.77,66.86,120.26,332.52,Good
7983.12,63.73,62.24,77.93,Good
3888.05,113.3,34.12,171.18,Faulty
3160.46,104.6,76.87,310.51,Faulty
3505.28,39.81,85.96,392.22,Good
1363.6,39.73,127.59,380.94,Good
7124.55,68.51,183.33,360.75,Faulty
3611.19,38.88,12.06,71.77,Good
3404.56,85.72,52.51,366.65,Good
5447.68,42.93,42.77,352.59,Good
3815.25,77.01,102.95,157.01,Good
5361.75,30.65,88.79,163.86,Good
960.85,58.49,147.16,189.36,Good
6602.93,90.95,52.27,265.91,Good
7553.78,73.56,120.93,111.73,Good
5365.74,118.04,177.35,18.95,Faulty
7659.24,108.67,182.58,65.08,Faulty
1635.74,62.32,191.96,181.65,Faulty
4080.62,34.09,155.79,119.98,Good
5013.55,106.11,181.67,308.16,Faulty
4863.02,112.01,50.73,51.61,Faulty
3510.96,103.86,43.53,367.81,Faulty
3035.63,41.52,6.27,359.18,Good
1451.18,119.81,142.83,364.42,Faulty
3438.07,53.27,187.81,298.45,Faulty
1719.96,95.18,41.45,51.73,Good
6007.74,111.72,129.2,180.87,Faulty
2066.23,51.21,150.56,61.25,Good
939.24,111.74,185.88,395.2,Faulty
4642.75,57.85,131.14,139.88,Good
4964.22,117.88,194.21,238.28,Faulty
7039.35,55.31,72.21,313.96,Good
4827.36,115.81,73.24,369.04,Faulty
3091.11,34.82,110.89,304.66,Good
6522.59,93.83,79.78,273.06,Good
4552.09,77.89,5.28,191.73,Good
1094.6,73.01,147.7,246.11,Good
4743.88,50.11,151.58,46.72,Good
7310.14,93.5,150.66,354.73,Good
3472.34,47.17,72.28,222.07,Good
2722.44,79.76,106.85,25.65,Good
1576.02,52.79,75.19,368.76,Good
1635.84,116.01,8.13,200.83,Faulty
3745.79,32.58,114.68,348.75,Good
4967.6,47.98,29.13,344.19,Good
1104.62,51.81,20.61,328.14,Good
7546.76,67.27,152.32,33.95,Good
6163.5,50.95,6.85,106.36,Good
4899.68,74.22,192.01,351.46,Faulty
6713.29,108.52,105.47,360.61,Faulty
1101.4,94.09,196.69,188.65,Faulty
4076.29,82.2,16.31,181.62,Good
5225.7,38.01,118.79,78.3,Good
6714.9,92.46,73.12,387.68,Good
6376.02,44.98,169.48,93.12,Good
2578.02,100.77,75.44,84.47,Faulty
7556.6,52.51,55.8,267.68,Good
1432.59,67.53,172.22,104.71,Good
7063.5,61.54,78.06,376.12,Good
7782.05,107.29,8.28,14.25,Faulty
1828.65,41.39,81.11,12.24,Good
5915.5,80.91,132.63,206.9,Good
802.14,42.79,54.6,200.34,Good
3540.67,93.43,89.24,73.71,Good
4372.12,111.46,16.06,202.86,Faulty
4854.84,69.11,119.68,170.55,Good
7519.53,73.93,152.48,357.23,Good
5541.88,113.47,85.6,13.61,Faulty
4109.58,76.89,86.95,390.75,Good
6572.56,73.88,22.22,253.51,Good
7629.0,82.05,44.38,69.22,Good
665.5,92.03,35.16,28.24,Good
7868.91,39.62,98.93,219.86,Good
1145.99,103.9,108.2,101.61,Faulty
6607.9,69.2,190.04,127.45,Faulty
2602.51,36.51,19.28,105.6,Good
1491.35,100.76,121.97,263.57,Faulty
3798.92,63.93,107.67,225.88,Good
5329.67,39.03,105.67,40.41,Good
3357.14,87.04,175.27,215.35,Good
909.24,109.21,45.08,318.56,Faulty
4995.96,109.9,12.95,41.67,Faulty
7268.02,116.19,136.09,357.0,Faulty
3374.12,108.09,72.31,235.54,Faulty
2122.5,30.19,8.43,380.74,Good
3819.33,64.22,54.02,67.78,Good
862.72,103.67,65.32,397.49,Faulty
6653.66,62.96,125.28,261.27,Good
6697.56,84.14,38.65,231.32,Good
4910.0,84.57,85.55,210.96,Good
3148.27,62.85,99.08,19.23,Good
6498.38,111.4,94.55,376.46,Faulty
4660.15,75.29,194.92,261.16,Faulty
6694.49,71.83,13.87,45.73,Good
5235.94,119.78,190.44,18.17,Faulty
6383.04,74.42,118.48,29.81,Good
4989.22,46.06,160.17,247.66,Good
3606.06,76.18,88.93,249.47,Good
7684.59,103.26,93.5,204.87,Faulty
4558.35,99.92,176.47,129.64,Good
5038.17,100.97,179.71,217.38,Faulty
2153.66,93.72,51.54,211.36,Good
5192.38,52.88,43.85,17.57,Good
4787.06,107.59,101.77,120.16,Faulty
1886.29,110.41,180.55,30.74,Faulty
946.9,47.47,67.86,361.06,Good
5032.69,41.74,132.14,292.84,Good
6227.69,117.8,143.09,398.48,Faulty
4425.51,108.15,156.84,127.85,Faulty
2200.79,110.39,114.97,352.61,Faulty
5498.91,109.77,83.48,245.19,Faulty
1100.79,78.75,193.57,186.72,Faulty
3813.75,88.18,124.21,96.8,Good
1725.25,79.08,147.07,297.97,Good
1883.44,34.61,72.27,362.61,Good
2017.2,97.1,135.64,101.77,Good
3400.3,75.48,55.27,78.4,Good
883.63,88.29,52.79,281.53,Good
3483.45,75.24,144.37,391.02,Good
4337.81,74.26,106.67,302.48,Good
4124.71,45.46,138.24,120.99,Good
