Speed (km/h),Voltage Fluctuation (V),Battery Discharge Rate (C),Ambient Temp (°C),SoC (%),Motor Power (kW),Vehicle Status
7.78,0.08,0.0,7.12,100.0,0.0,Good Condition
82.33,0.86,0.42,36.94,70.49,25.09,Good Condition
43.14,0.35,0.11,19.03,83.61,6.8,Good Condition
46.02,0.08,0.06,27.15,80.36,3.63,Good Condition
52.94,0.52,0.06,34.7,74.69,3.46,Good Condition
93.19,0.6,0.34,39.77,62.42,20.54,Good Condition
50.11,0.72,0.41,31.6,82.48,24.37,Good Condition
109.9,0.67,0.45,2.44,54.64,27.15,Good Condition
60.68,0.59,0.19,37.73,73.08,11.4,Good Condition
10.25,0.02,0.0,25.93,100.0,0.0,Good Condition
117.56,0.73,0.67,25.47,56.19,39.99,Good Condition
42.86,0.47,0.26,41.07,84.24,15.47,Not Good
64.92,0.04,0.0,7.44,70.4,0.0,Good Condition
102.82,0.97,0.69,6.98,55.32,41.38,Good Condition
49.87,0.61,0.46,20.66,76.08,27.44,Good Condition
8.49,0.14,0.0,32.54,97.77,0.0,Good Condition
56.09,0.08,0.09,17.36,73.72,5.34,Good Condition
141.67,0.98,0.69,26.69,46.76,41.28,Good Condition
96.26,0.74,0.35,17.63,66.43,21.23,Good Condition
100.72,0.69,0.54,25.52,58.37,32.64,Good Condition
94.84,0.41,0.15,36.11,61.6,8.82,Good Condition
29.85,0.11,0.0,4.02,90.18,0.0,Good Condition
62.75,0.8,0.54,29.77,79.27,32.62,Good Condition
112.64,0.39,0.42,34.37,58.88,25.49,Good Condition
15.21,0.48,0.26,17.36,89.49,15.58,Good Condition
41.68,0.53,0.23,11.16,80.02,14.1,Good Condition
41.45,0.46,0.0,-4.32,85.97,0.0,Not Good
64.8,0.55,0.4,34.86,75.97,24.26,Good Condition
147.06,1.08,0.78,11.4,37.51,46.7,Good Condition
10.13,0.3,0.0,12.87,95.97,0.0,Good Condition
77.81,0.83,0.41,11.8,71.69,24.75,Good Condition
26.9,0.36,0.18,19.94,86.43,10.98,Good Condition
145.6,0.98,0.91,30.12,45.47,54.39,Good Condition
17.0,0.67,0.26,33.59,88.73,15.38,Good Condition
60.54,0.33,0.34,14.63,78.61,20.59,Good Condition
110.68,0.37,0.34,28.16,56.89,20.29,Good Condition
105.68,0.45,0.46,31.03,55.88,27.47,Good Condition
63.41,1.12,0.78,9.85,76.85,46.88,Good Condition
51.98,0.32,0.35,-0.17,82.03,20.99,Not Good
59.64,1.03,0.67,39.73,80.48,39.91,Good Condition
39.64,0.58,0.4,28.86,82.82,23.88,Good Condition
30.8,0.15,0.16,27.41,89.54,9.75,Good Condition
72.46,0.55,0.39,-2.05,72.04,23.49,Not Good
40.28,0.24,0.16,35.89,84.14,9.76,Good Condition
43.12,0.31,0.0,23.3,86.66,0.0,Good Condition
98.51,0.79,0.5,37.39,55.63,29.79,Good Condition
145.28,1.13,0.99,43.73,39.71,59.29,Not Good
90.55,0.33,0.35,42.86,64.16,20.76,Not Good
11.55,0.42,0.11,37.8,92.16,6.38,Good Condition
11.34,0.58,0.18,-4.45,99.54,10.73,Not Good
142.71,0.92,0.62,39.29,44.39,37.09,Good Condition
44.59,0.52,0.12,-1.25,81.94,6.92,Not Good
13.81,0.1,0.0,37.56,97.62,0.0,Good Condition
89.86,0.72,0.3,9.01,63.57,18.29,Good Condition
93.55,0.39,0.25,25.5,63.17,14.95,Good Condition
97.28,0.31,0.34,-3.1,56.12,20.16,Not Good
40.11,0.79,0.4,33.56,82.61,24.27,Good Condition
2.27,0.47,0.0,0.59,95.48,0.0,Good Condition
144.75,1.05,0.8,15.53,44.0,48.25,Good Condition
37.63,0.18,0.07,35.87,84.74,4.3,Good Condition
101.4,0.76,0.71,29.77,57.46,42.44,Good Condition
105.99,0.91,0.76,-4.7,57.28,45.44,Not Good
91.5,0.98,0.6,15.15,60.5,35.74,Good Condition
46.94,0.3,0.25,-2.9,85.48,15.22,Not Good
40.66,0.53,0.13,28.67,79.27,7.93,Good Condition
89.65,0.36,0.24,43.45,67.79,14.52,Not Good
129.91,1.31,1.01,27.76,48.15,60.7,Good Condition
142.01,1.03,0.64,6.22,44.39,38.32,Good Condition
15.89,0.36,0.17,12.76,91.67,9.95,Good Condition
23.22,0.42,0.26,43.83,95.38,15.82,Not Good
141.71,1.0,0.67,6.2,41.13,40.25,Good Condition
110.48,0.93,0.74,23.08,56.7,44.35,Good Condition
132.45,1.09,0.83,15.02,51.95,49.87,Good Condition
30.39,0.68,0.41,33.42,91.65,24.5,Good Condition
88.14,0.39,0.35,38.37,65.11,21.21,Good Condition
105.17,0.71,0.32,12.04,62.84,19.16,Good Condition
102.02,0.49,0.43,28.02,61.21,25.82,Good Condition
61.22,0.75,0.31,22.45,72.6,18.82,Good Condition
2.31,0.14,0.02,8.92,98.13,0.91,Good Condition
87.44,0.69,0.36,8.6,63.37,21.72,Good Condition
37.97,0.14,0.0,21.93,83.25,0.0,Good Condition
67.54,0.51,0.39,2.7,75.59,23.53,Good Condition
143.64,1.15,1.1,35.54,43.39,66.27,Good Condition
59.86,0.69,0.35,-1.55,71.44,20.92,Not Good
125.97,0.97,0.76,-0.27,53.39,45.86,Not Good
28.28,0.63,0.21,12.11,86.66,12.35,Good Condition
100.87,0.67,0.57,0.9,64.62,34.43,Good Condition
146.55,1.2,0.95,18.79,45.92,57.0,Good Condition
15.28,0.48,0.12,14.98,98.29,7.12,Good Condition
1.25,0.08,0.0,31.09,100.0,0.0,Good Condition
65.04,0.35,0.17,42.65,71.19,10.03,Not Good
13.89,0.25,0.01,32.68,94.77,0.33,Good Condition
112.26,0.74,0.63,3.97,52.34,37.77,Good Condition
137.18,0.77,0.68,41.78,42.72,40.89,Not Good
65.1,0.66,0.35,14.61,75.07,21.15,Good Condition
38.81,0.32,0.23,18.71,79.89,14.07,Good Condition
65.16,0.75,0.44,16.08,78.63,26.36,Good Condition
108.52,1.16,0.77,9.03,60.78,46.08,Good Condition
1.36,0.3,0.02,39.75,98.26,0.95,Good Condition
88.42,0.5,0.22,11.61,64.79,12.93,Good Condition
91.99,0.39,0.4,23.93,62.86,23.82,Good Condition
95.65,0.87,0.48,7.0,65.56,29.02,Good Condition
36.3,0.14,0.0,34.87,87.36,0.0,Good Condition
107.11,1.01,0.78,33.71,54.94,46.62,Good Condition
13.71,0.55,0.07,9.82,93.98,4.2,Good Condition
29.89,0.46,0.18,29.08,87.33,10.89,Good Condition
131.62,1.2,0.93,30.19,51.95,55.57,Good Condition
110.81,0.64,0.46,23.13,52.43,27.79,Good Condition
2.06,0.12,0.1,25.03,95.07,6.03,Good Condition
37.26,0.52,0.14,23.72,88.9,8.12,Good Condition
32.16,0.11,0.1,-0.91,91.1,5.89,Not Good
40.62,0.39,0.04,28.51,87.47,2.5,Good Condition
37.13,0.4,0.43,18.49,85.26,25.84,Good Condition
9.38,0.43,0.0,16.92,97.85,0.0,Good Condition
68.84,0.47,0.44,38.0,73.1,26.25,Good Condition
109.91,0.48,0.25,-3.84,51.73,15.01,Not Good
91.01,0.88,0.65,7.57,64.55,38.72,Good Condition
100.93,0.84,0.68,1.07,54.76,41.0,Good Condition
12.17,0.22,0.06,-3.23,93.38,3.38,Not Good
142.72,0.89,0.73,8.78,47.23,43.92,Good Condition
125.77,0.81,0.73,44.42,47.73,43.69,Not Good
120.76,1.13,1.01,8.51,56.09,60.69,Good Condition
123.45,0.5,0.35,28.19,48.12,21.18,Good Condition
139.91,1.08,0.88,0.91,42.18,52.92,Good Condition
81.64,0.34,0.24,25.09,68.63,14.51,Good Condition
30.04,0.6,0.12,44.22,90.6,6.92,Not Good
92.52,0.63,0.42,9.59,63.01,24.98,Good Condition
111.43,0.55,0.5,37.4,59.25,30.04,Good Condition
110.69,0.75,0.57,44.88,51.13,33.94,Not Good
78.22,0.6,0.19,24.43,72.94,11.1,Good Condition
10.27,0.19,0.2,10.47,92.86,12.26,Good Condition
55.67,0.34,0.0,28.68,81.58,0.0,Good Condition
138.11,1.02,0.83,37.24,43.76,49.81,Good Condition
87.67,0.42,0.37,3.57,68.26,22.47,Good Condition
80.75,0.58,0.19,17.63,69.42,11.61,Good Condition
40.33,0.37,0.2,10.96,80.63,12.16,Good Condition
55.27,0.15,0.0,9.17,82.07,0.0,Good Condition
134.3,1.06,0.72,38.04,43.73,43.34,Good Condition
99.97,0.56,0.27,16.08,57.45,15.9,Good Condition
118.11,1.07,0.69,11.95,55.9,41.42,Good Condition
68.15,0.46,0.16,25.18,68.8,9.78,Good Condition
94.54,0.73,0.39,5.97,59.41,23.67,Good Condition
37.26,0.6,0.2,6.49,85.13,12.16,Good Condition
105.82,0.4,0.41,21.01,60.98,24.53,Good Condition
64.14,0.64,0.29,15.46,70.82,17.11,Good Condition
66.38,0.36,0.05,9.75,73.92,3.3,Good Condition
97.4,0.57,0.59,-2.3,63.15,35.51,Not Good
140.44,1.2,1.05,21.04,47.43,62.96,Good Condition
9.6,0.49,0.5,35.83,100.0,29.73,Good Condition
123.71,0.97,0.66,37.57,53.36,39.82,Good Condition
43.86,0.56,0.32,6.77,83.99,19.09,Good Condition
66.59,0.49,0.01,24.98,72.7,0.7,Good Condition
3.29,0.32,0.26,37.79,94.81,15.53,Good Condition
45.16,0.59,0.32,15.44,84.03,19.37,Good Condition
75.39,0.36,0.28,41.61,74.77,16.64,Not Good
8.43,0.52,0.23,40.15,99.0,13.92,Not Good
73.66,0.64,0.31,5.41,65.7,18.34,Good Condition
139.07,0.96,0.67,7.95,44.34,40.2,Good Condition
15.81,0.53,0.13,4.02,94.82,8.05,Good Condition
114.67,0.8,0.41,4.8,56.03,24.89,Good Condition
61.45,0.44,0.45,40.39,77.62,27.02,Not Good
98.28,0.46,0.32,41.56,61.27,18.96,Not Good
39.04,0.34,0.0,-2.41,81.62,0.0,Not Good
23.92,0.25,0.0,24.68,94.85,0.0,Good Condition
24.07,0.29,0.22,23.21,92.34,13.05,Good Condition
10.57,0.28,0.0,14.53,93.14,0.0,Good Condition
27.85,0.2,0.0,26.58,87.08,0.0,Good Condition
99.63,0.55,0.4,42.37,64.37,23.95,Not Good
132.25,1.03,0.7,3.51,50.97,41.84,Good Condition
122.12,0.6,0.44,1.02,50.2,26.5,Good Condition
102.77,0.31,0.33,-3.33,54.28,19.63,Not Good
16.56,0.4,0.41,13.19,88.86,24.6,Good Condition
43.38,0.46,0.04,11.88,80.49,2.46,Good Condition
46.47,0.61,0.15,16.54,82.7,8.79,Good Condition
37.49,0.43,0.09,20.17,85.84,5.62,Good Condition
77.25,0.45,0.3,32.89,70.44,17.9,Good Condition
80.33,0.91,0.49,14.61,70.04,29.39,Good Condition
53.53,0.69,0.4,11.53,73.78,23.72,Good Condition
53.07,0.59,0.18,36.34,74.82,11.03,Good Condition
124.28,0.78,0.45,37.49,48.88,26.76,Good Condition
118.39,0.93,0.83,6.64,49.19,49.66,Good Condition
46.17,0.4,0.18,10.73,77.29,10.97,Good Condition
137.07,1.01,1.02,36.26,46.58,61.31,Good Condition
142.92,0.5,0.4,-1.03,45.98,23.81,Not Good
49.01,0.61,0.25,11.29,82.92,14.76,Good Condition
53.16,0.95,0.56,17.42,81.9,33.31,Good Condition
75.85,0.63,0.3,4.35,71.32,18.1,Good Condition
141.17,0.88,0.72,4.0,45.89,43.33,Good Condition
131.45,0.72,0.75,16.24,45.14,44.8,Good Condition
15.39,0.03,0.0,32.73,98.78,0.0,Good Condition
58.91,0.38,0.21,37.01,73.27,12.85,Good Condition
83.01,0.54,0.35,43.96,63.94,20.73,Not Good
75.47,0.53,0.25,-1.3,67.7,15.23,Not Good
29.08,0.29,0.32,5.83,93.12,19.14,Good Condition
128.82,1.18,0.76,32.83,53.35,45.46,Good Condition
101.54,0.68,0.55,22.03,62.33,33.21,Good Condition
125.69,1.14,0.8,11.38,51.02,47.74,Good Condition
128.81,0.84,0.64,5.28,48.67,38.2,Good Condition
112.25,0.47,0.45,9.02,59.8,26.89,Good Condition
65.88,0.58,0.2,16.46,75.6,12.24,Good Condition
91.58,0.76,0.45,3.86,67.81,27.14,Good Condition
24.05,0.26,0.0,43.21,88.54,0.0,Not Good
101.05,0.64,0.43,0.38,57.92,25.52,Good Condition
26.89,0.06,0.02,44.28,92.79,1.07,Not Good
104.09,1.12,0.88,37.09,54.86,52.87,Good Condition
34.44,0.46,0.0,16.16,90.68,0.0,Good Condition
17.63,0.08,0.03,31.99,93.02,1.96,Good Condition
24.79,0.48,0.38,28.58,94.35,22.91,Good Condition
0.3,0.47,0.02,5.66,98.25,1.25,Good Condition
107.81,0.75,0.68,11.95,59.04,40.52,Good Condition
109.86,0.85,0.58,20.66,55.88,34.74,Good Condition
77.24,0.5,0.26,26.89,70.37,15.44,Good Condition
24.2,0.3,0.0,22.14,90.36,0.0,Good Condition
12.53,0.28,0.08,18.65,99.66,4.55,Good Condition
2.87,0.15,0.0,17.16,100.0,0.0,Good Condition
24.86,0.02,0.0,19.91,87.57,0.0,Good Condition
133.63,0.94,0.63,16.72,50.65,37.69,Good Condition
36.23,0.77,0.44,22.07,83.45,26.36,Good Condition
53.14,0.91,0.64,39.4,77.46,38.16,Good Condition
15.8,0.4,0.09,26.64,89.7,5.47,Good Condition
33.35,0.17,0.06,31.13,90.66,3.42,Good Condition
77.88,0.17,0.18,24.87,66.71,10.56,Good Condition
91.16,0.88,0.53,27.15,61.12,31.66,Good Condition
36.8,0.65,0.45,23.92,89.48,26.91,Good Condition
8.66,0.15,0.0,-3.66,99.59,0.0,Not Good
58.65,0.05,0.0,44.98,72.95,0.0,Not Good
35.13,0.26,0.25,-3.32,88.64,15.29,Not Good
32.93,0.44,0.3,14.76,90.96,17.8,Good Condition
143.98,0.86,0.51,0.26,38.19,30.82,Good Condition
92.45,0.9,0.49,-0.15,66.27,29.2,Not Good
83.53,0.88,0.48,34.68,67.06,28.8,Good Condition
62.37,0.71,0.27,16.3,76.75,16.37,Good Condition
64.34,0.6,0.16,35.06,74.19,9.85,Good Condition
81.14,0.77,0.56,8.64,69.52,33.61,Good Condition
104.46,0.53,0.46,7.82,53.56,27.73,Good Condition
105.32,0.66,0.29,7.56,60.5,17.23,Good Condition
25.75,0.11,0.0,25.81,85.03,0.0,Good Condition
75.02,0.64,0.57,35.75,69.55,33.96,Good Condition
61.79,0.46,0.38,17.61,71.79,23.08,Good Condition
130.58,0.89,0.71,13.96,51.0,42.4,Good Condition
94.71,0.52,0.4,43.68,60.25,23.84,Not Good
79.88,0.34,0.3,0.84,67.59,17.73,Good Condition
17.31,0.23,0.0,19.33,92.36,0.0,Good Condition
90.85,0.78,0.38,15.42,66.39,22.55,Good Condition
17.58,0.29,0.0,-0.09,92.78,0.0,Not Good
50.58,0.53,0.1,8.41,82.66,5.94,Good Condition
21.43,0.12,0.03,-3.58,87.16,1.64,Not Good
103.81,0.65,0.63,38.85,55.39,37.63,Good Condition
30.94,0.39,0.12,25.39,88.14,6.98,Good Condition
58.78,0.59,0.4,35.75,80.96,23.88,Good Condition
134.35,1.18,0.94,21.08,42.01,56.45,Good Condition
30.65,0.67,0.3,24.98,83.17,17.87,Good Condition
76.17,0.77,0.44,30.04,66.1,26.45,Good Condition
62.89,0.73,0.29,40.4,76.26,17.4,Not Good
2.72,0.2,0.0,-0.41,97.9,0.0,Not Good
118.91,0.77,0.74,11.55,55.69,44.51,Good Condition
10.36,0.56,0.31,30.45,91.58,18.78,Good Condition
71.14,0.41,0.39,42.92,68.51,23.45,Not Good
84.1,0.8,0.73,44.04,64.36,43.66,Not Good
94.26,0.3,0.21,26.91,63.56,12.82,Good Condition
103.29,0.5,0.33,4.68,60.53,19.8,Good Condition
37.99,0.33,0.3,0.96,81.05,17.99,Good Condition
1.5,0.06,0.05,42.3,100.0,2.84,Not Good
108.52,1.02,0.77,16.7,55.0,46.39,Good Condition
80.35,0.65,0.38,4.74,69.99,23.03,Good Condition
125.42,0.82,0.51,41.69,50.08,30.88,Not Good
123.21,0.88,0.61,0.23,47.94,36.59,Good Condition
126.5,0.43,0.41,31.48,52.86,24.64,Good Condition
72.76,0.28,0.15,26.26,74.08,9.3,Good Condition
50.04,0.41,0.38,-0.61,78.94,22.86,Not Good
118.73,1.11,0.76,11.94,53.39,45.77,Good Condition
67.69,0.71,0.38,2.5,70.5,22.5,Good Condition
27.52,0.1,0.0,25.22,90.89,0.0,Good Condition
128.25,0.73,0.62,18.86,46.79,37.04,Good Condition
132.38,0.93,0.5,-4.79,50.49,29.96,Not Good
69.95,0.77,0.52,43.79,69.2,31.39,Not Good
11.35,0.4,0.0,12.48,90.61,0.0,Good Condition
58.17,0.21,0.08,7.91,74.42,4.88,Good Condition
120.53,0.68,0.63,6.12,48.7,38.01,Good Condition
135.27,0.95,0.62,2.94,45.98,36.91,Good Condition
30.52,0.67,0.37,44.96,84.83,22.09,Not Good
10.05,0.34,0.0,9.76,98.61,0.0,Good Condition
131.6,0.7,0.47,15.28,44.77,27.92,Good Condition
58.41,0.28,0.0,38.57,78.71,0.0,Good Condition
81.26,0.72,0.39,27.09,68.28,23.19,Good Condition
145.21,0.76,0.69,13.43,46.78,41.54,Good Condition
9.98,0.18,0.0,39.92,100.0,0.0,Good Condition
97.25,1.05,0.68,32.49,64.8,41.04,Good Condition
11.12,0.29,0.15,6.4,98.15,8.83,Good Condition
56.32,0.5,0.25,27.19,76.34,14.85,Good Condition
120.57,1.12,0.86,41.12,54.3,51.37,Not Good
65.02,0.87,0.41,19.82,78.56,24.61,Good Condition
149.58,0.83,0.68,31.68,35.4,40.64,Good Condition
83.86,0.42,0.23,43.56,66.84,14.01,Not Good
48.17,0.73,0.35,29.52,77.91,20.73,Good Condition
33.02,0.58,0.2,0.12,87.37,11.94,Good Condition
52.58,0.6,0.26,7.23,78.63,15.63,Good Condition
55.88,0.33,0.11,24.75,78.41,6.53,Good Condition
10.31,0.28,0.13,8.78,96.39,8.05,Good Condition
55.44,0.41,0.12,42.88,82.43,7.3,Not Good
69.64,0.72,0.31,15.27,72.67,18.5,Good Condition
108.41,1.16,0.79,17.86,60.1,47.68,Good Condition
98.51,0.4,0.38,30.08,58.79,23.0,Good Condition
106.31,0.46,0.28,21.21,56.86,16.71,Good Condition
1.25,0.23,0.0,14.11,99.2,0.0,Good Condition
32.65,0.76,0.3,-1.17,84.73,17.81,Not Good
99.25,0.83,0.54,24.82,59.1,32.42,Good Condition
72.6,0.49,0.32,38.38,71.95,19.24,Good Condition
0.8,0.01,0.0,29.29,100.0,0.0,Good Condition
120.67,0.92,0.71,14.07,53.09,42.62,Good Condition
115.92,0.46,0.46,1.39,52.15,27.5,Good Condition
82.26,0.82,0.45,35.82,65.25,26.9,Good Condition
9.97,0.38,0.0,42.09,97.13,0.0,Not Good
114.98,0.63,0.44,14.41,50.34,26.66,Good Condition
87.56,0.5,0.32,31.43,62.51,19.32,Good Condition
117.29,0.94,0.55,15.54,48.5,32.75,Good Condition
112.76,0.66,0.57,20.11,50.62,34.33,Good Condition
120.45,0.73,0.67,36.82,49.25,40.04,Good Condition
77.7,0.47,0.0,-0.83,64.11,0.0,Not Good
21.05,0.4,0.0,21.52,89.03,0.0,Good Condition
100.67,0.81,0.44,5.73,61.28,26.47,Good Condition
93.07,0.74,0.71,11.99,58.38,42.7,Good Condition
111.34,0.42,0.39,27.22,54.83,23.49,Good Condition
25.48,0.13,0.12,-3.64,93.94,7.47,Not Good
29.25,0.45,0.36,24.69,91.21,21.84,Good Condition
133.56,0.83,0.49,9.17,44.63,29.53,Good Condition
112.5,0.7,0.64,28.47,59.25,38.66,Good Condition
136.23,0.9,0.59,2.08,43.8,35.66,Good Condition
113.81,0.58,0.5,31.79,50.2,30.16,Good Condition
89.57,0.47,0.31,27.28,69.11,18.38,Good Condition
98.12,0.82,0.37,43.56,64.45,22.15,Not Good
133.37,1.17,1.16,40.56,46.31,69.8,Not Good
86.82,0.7,0.56,9.17,66.94,33.89,Good Condition
94.86,0.74,0.66,-3.63,63.77,39.31,Not Good
23.47,0.21,0.17,27.77,87.56,10.21,Good Condition
71.09,0.3,0.07,25.14,68.57,3.95,Good Condition
107.46,0.74,0.61,-3.63,56.71,36.81,Not Good
40.64,0.66,0.35,1.13,87.86,20.96,Good Condition
30.34,0.41,0.0,24.24,82.96,0.0,Good Condition
47.07,0.6,0.36,40.59,84.0,21.86,Not Good
36.23,0.26,0.27,40.33,81.09,15.96,Not Good
32.24,0.7,0.44,2.57,86.89,26.27,Good Condition
63.73,0.23,0.22,14.23,75.89,13.38,Good Condition
136.18,0.8,0.54,-2.84,47.4,32.69,Not Good
76.06,0.61,0.3,18.46,65.16,18.09,Good Condition
28.19,0.41,0.35,32.65,87.91,20.95,Good Condition
11.55,0.41,0.0,34.5,96.22,0.0,Good Condition
104.42,0.62,0.18,19.95,53.89,11.07,Good Condition
57.42,0.65,0.27,-0.21,73.38,16.38,Not Good
123.27,0.67,0.57,14.07,52.33,34.32,Good Condition
98.93,0.74,0.5,41.61,60.65,29.83,Not Good
119.44,1.16,0.78,6.48,48.84,46.76,Good Condition
40.79,0.23,0.08,10.99,84.04,4.75,Good Condition
103.85,0.6,0.21,32.34,62.59,12.81,Good Condition
39.61,0.46,0.51,31.68,79.31,30.37,Good Condition
140.86,0.53,0.59,40.61,45.08,35.5,Not Good
95.46,0.65,0.3,14.41,57.55,17.92,Good Condition
48.68,0.74,0.4,20.73,75.59,23.74,Good Condition
40.43,0.49,0.11,18.37,80.34,6.32,Good Condition
28.64,0.56,0.1,41.39,87.77,6.09,Not Good
104.2,0.61,0.61,33.47,61.34,36.49,Good Condition
32.81,0.4,0.31,36.57,84.69,18.75,Good Condition
89.3,0.8,0.38,1.65,65.54,22.98,Good Condition
39.7,0.47,0.42,34.59,83.23,25.15,Good Condition
99.3,0.47,0.14,16.65,57.63,8.53,Good Condition
122.24,0.95,0.77,-3.83,51.25,45.95,Not Good
116.7,0.46,0.46,-2.0,56.29,27.89,Not Good
114.13,0.88,0.82,28.9,57.67,49.05,Good Condition
28.16,0.38,0.13,13.6,92.2,8.01,Good Condition
13.26,0.43,0.0,38.41,93.08,0.0,Good Condition
104.84,0.93,0.64,31.71,61.0,38.53,Good Condition
55.25,0.67,0.4,-3.92,75.02,23.72,Not Good
64.85,0.61,0.41,29.34,76.44,24.35,Good Condition
4.67,0.15,0.0,4.62,100.0,0.0,Good Condition
38.94,0.13,0.08,16.13,79.56,4.88,Good Condition
5.05,0.22,0.01,26.24,97.38,0.8,Good Condition
131.88,0.64,0.69,38.64,48.73,41.6,Good Condition
36.51,0.35,0.27,17.8,87.41,16.49,Good Condition
83.6,0.28,0.07,35.42,63.32,4.16,Good Condition
5.85,0.27,0.07,34.15,100.0,4.34,Good Condition
100.03,0.43,0.45,15.73,61.14,27.25,Good Condition
48.45,0.36,0.07,20.05,77.26,4.25,Good Condition
134.69,0.81,0.59,30.02,41.33,35.67,Good Condition
133.22,0.64,0.67,-3.44,49.55,40.38,Not Good
48.79,0.47,0.0,39.54,76.28,0.0,Good Condition
135.14,0.59,0.6,33.49,42.35,36.25,Good Condition
149.42,1.03,0.67,7.47,40.98,40.05,Good Condition
123.81,0.66,0.74,44.06,51.51,44.28,Not Good
126.73,0.92,0.53,3.97,51.18,32.0,Good Condition
37.35,0.12,0.12,40.7,83.99,7.09,Not Good
86.51,0.99,0.68,11.22,68.14,40.75,Good Condition
10.09,0.36,0.2,33.16,100.0,11.87,Good Condition
14.24,0.55,0.2,17.82,92.02,11.93,Good Condition
149.83,0.86,0.73,31.82,42.1,43.97,Good Condition
49.0,0.31,0.3,2.79,84.69,18.24,Good Condition
112.23,0.87,0.54,8.48,56.97,32.28,Good Condition
121.0,0.57,0.6,-0.01,53.41,35.93,Not Good
128.7,1.13,0.75,38.26,45.76,44.9,Good Condition
149.64,0.67,0.72,9.81,40.49,42.92,Good Condition
36.22,0.6,0.4,29.72,86.14,23.84,Good Condition
6.05,0.36,0.0,36.01,99.58,0.0,Good Condition
61.68,0.54,0.38,40.07,80.3,23.06,Not Good
19.51,0.39,0.31,0.31,87.53,18.8,Good Condition
3.36,0.54,0.18,39.65,94.31,10.83,Good Condition
54.06,0.4,0.01,4.86,74.15,0.32,Good Condition
117.56,1.08,0.68,31.85,55.41,41.05,Good Condition
84.93,0.69,0.55,31.44,62.39,33.28,Good Condition
46.92,0.57,0.35,-4.57,82.46,21.07,Not Good
98.15,0.46,0.31,6.03,58.99,18.34,Good Condition
34.8,0.16,0.03,19.6,85.65,1.92,Good Condition
2.16,0.53,0.17,16.0,96.29,10.25,Good Condition
114.65,0.59,0.47,40.93,57.8,27.9,Not Good
93.56,0.59,0.41,12.99,63.44,24.83,Good Condition
114.35,0.97,0.85,41.85,58.71,51.16,Not Good
5.84,0.36,0.01,17.97,98.41,0.52,Good Condition
125.57,0.94,0.54,43.22,46.01,32.35,Not Good
92.93,0.62,0.31,31.87,59.54,18.83,Good Condition
84.51,0.66,0.47,36.47,71.09,27.96,Good Condition
93.69,0.61,0.24,0.24,64.78,14.54,Good Condition
129.66,0.9,0.64,24.31,43.63,38.7,Good Condition
88.04,0.47,0.49,2.14,66.82,29.2,Good Condition
87.14,0.63,0.64,9.88,64.26,38.55,Good Condition
148.6,0.85,0.92,26.18,38.63,55.16,Good Condition
113.51,0.65,0.47,31.31,51.14,27.95,Good Condition
66.34,0.87,0.5,-3.04,76.86,30.21,Not Good
106.11,0.6,0.49,21.55,53.19,29.37,Good Condition
58.38,0.24,0.06,23.27,74.54,3.45,Good Condition
34.33,0.55,0.11,-1.06,84.33,6.64,Not Good
89.53,1.03,0.68,20.03,60.8,40.78,Good Condition
139.23,1.03,0.77,30.69,44.39,46.49,Good Condition
139.37,0.81,0.75,-2.34,39.37,45.02,Not Good
51.29,0.51,0.5,33.01,77.5,29.9,Good Condition
79.15,0.13,0.14,23.82,72.68,8.45,Good Condition
31.75,0.05,0.0,36.66,85.41,0.0,Good Condition
149.34,0.64,0.54,5.9,38.87,32.62,Good Condition
147.17,1.05,0.86,36.66,40.86,51.65,Good Condition
97.43,0.5,0.51,-0.27,61.65,30.88,Not Good
120.66,0.87,0.89,15.19,54.82,53.19,Good Condition
107.27,0.62,0.59,4.97,54.0,35.22,Good Condition
88.97,0.65,0.37,38.8,68.13,22.16,Good Condition
8.0,0.33,0.02,30.25,99.37,1.47,Good Condition
68.21,0.58,0.34,-3.73,74.94,20.22,Not Good
101.22,0.33,0.23,-4.52,55.38,13.87,Not Good
101.63,1.05,0.96,9.56,54.56,57.84,Good Condition
55.97,0.35,0.34,2.16,78.55,20.22,Good Condition
141.25,0.83,0.8,26.52,47.13,47.72,Good Condition
25.1,0.63,0.2,28.19,90.8,11.89,Good Condition
75.05,0.92,0.47,42.1,67.11,28.46,Not Good
103.63,0.77,0.5,42.6,54.45,30.06,Not Good
104.57,0.84,0.42,27.94,60.17,25.49,Good Condition
97.3,0.85,0.59,-4.72,63.3,35.16,Not Good
41.29,0.23,0.24,12.95,80.21,14.29,Good Condition
23.43,0.5,0.0,20.66,85.91,0.0,Good Condition
95.39,0.69,0.71,19.96,60.93,42.67,Good Condition
89.9,0.78,0.49,25.17,64.87,29.46,Good Condition
26.9,0.33,0.23,43.03,91.3,13.53,Not Good
105.77,0.89,0.77,39.26,60.79,46.16,Good Condition
68.28,0.61,0.32,0.45,73.8,19.29,Good Condition
100.16,0.72,0.56,8.3,56.04,33.37,Good Condition
125.61,0.84,0.8,36.66,51.58,47.73,Good Condition
25.46,0.17,0.0,36.22,94.66,0.0,Good Condition
2.87,0.19,0.02,8.77,100.0,0.97,Good Condition
116.87,1.04,0.63,31.53,56.97,37.6,Good Condition
91.45,0.66,0.29,28.6,61.44,17.52,Good Condition
104.95,1.06,0.92,18.68,60.53,55.12,Good Condition
