Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
396.61,83.51,33121.59,73.46,84.85,49.39,Non-Healthy
398.76,32.57,12988.14,34.6,82.96,28.84,Non-Healthy
411.93,141.27,58193.26,69.08,82.31,24.69,Non-Healthy
365.31,-37.92,-13851.95,52.96,85.14,26.76,Healthy
324.03,54.44,17639.81,72.3,81.01,53.98,Non-Healthy
374.01,-130.94,-48973.13,99.6,92.46,39.23,Healthy
389.15,-31.13,-12112.47,95.03,96.23,26.39,Healthy
388.55,139.15,54064.92,20.34,96.49,49.43,Healthy
362.57,11.69,4240.03,90.84,76.83,33.83,Non-Healthy
308.22,-63.64,-19613.62,25.32,96.88,51.47,Non-Healthy
344.53,-113.92,-39248.82,96.24,80.25,29.12,Non-Healthy
410.49,61.06,25064.03,42.55,79.28,33.76,Non-Healthy
370.13,43.46,16084.84,50.56,91.8,37.67,Healthy
364.6,-37.82,-13788.58,27.33,79.14,51.24,Non-Healthy
332.26,135.28,44949.26,28.98,71.59,50.41,Non-Healthy
344.21,-143.34,-49339.33,78.14,81.21,40.1,Non-Healthy
407.44,-58.88,-23991.32,95.55,91.64,27.76,Healthy
379.98,126.32,47998.83,68.86,79.81,34.12,Non-Healthy
394.49,-53.72,-21191.56,77.27,88.89,54.15,Non-Healthy
354.52,-74.32,-26349.51,80.96,89.8,41.27,Healthy
375.63,10.27,3856.26,41.03,92.01,47.34,Healthy
329.81,97.14,32037.53,23.62,96.91,35.75,Healthy
384.66,-119.06,-45795.51,20.15,82.98,38.62,Non-Healthy
351.31,132.91,46691.57,48.05,74.99,35.01,Non-Healthy
353.11,88.52,31257.55,39.32,79.57,44.6,Non-Healthy
377.92,-95.62,-36138.44,24.99,82.97,49.8,Non-Healthy
412.35,63.6,26226.68,34.36,91.42,37.76,Healthy
307.68,-34.51,-10618.8,29.96,70.39,36.83,Non-Healthy
398.97,-29.31,-11694.42,93.19,79.47,31.91,Non-Healthy
335.09,84.99,28477.96,31.22,93.4,26.2,Healthy
353.27,138.84,49046.44,63.01,90.13,52.87,Non-Healthy
302.63,-112.0,-33895.5,67.45,91.95,31.06,Healthy
336.13,-23.81,-8003.46,63.48,94.35,48.02,Healthy
360.32,-5.72,-2060.11,27.92,93.5,45.04,Healthy
306.74,-37.11,-11382.08,45.5,90.47,47.68,Healthy
358.93,-41.04,-14731.72,24.1,83.19,52.79,Non-Healthy
411.25,-134.32,-55239.29,51.65,99.51,41.82,Healthy
312.65,55.66,17402.44,35.09,87.07,51.43,Non-Healthy
391.73,-19.14,-7496.07,64.93,76.08,25.87,Non-Healthy
349.16,-91.56,-31969.79,75.42,78.78,41.93,Non-Healthy
378.62,94.81,35897.06,62.57,90.81,47.03,Healthy
331.23,90.77,30065.01,54.74,97.74,29.51,Healthy
319.14,-4.08,-1302.89,50.99,75.36,45.93,Non-Healthy
319.26,-60.46,-19303.72,87.34,72.47,47.25,Non-Healthy
308.46,41.43,12778.78,37.55,96.45,49.09,Healthy
322.28,-63.55,-20482.15,78.74,97.46,30.95,Healthy
379.71,-79.2,-30071.84,80.6,78.29,43.86,Non-Healthy
405.8,69.15,28063.05,53.54,81.32,30.65,Non-Healthy
397.7,-137.9,-54843.12,43.78,89.81,45.87,Healthy
382.22,-121.57,-46465.81,57.64,79.9,36.2,Non-Healthy
313.25,-147.96,-46349.85,27.46,96.31,40.91,Healthy
334.7,-104.12,-34848.23,23.67,73.23,34.55,Non-Healthy
337.18,-129.3,-43597.97,28.93,71.14,25.67,Non-Healthy
329.99,148.74,49083.67,34.97,76.25,26.23,Non-Healthy
361.8,-63.36,-22922.61,60.33,78.58,22.71,Non-Healthy
364.27,-105.22,-38327.97,87.93,73.39,41.63,Non-Healthy
342.83,-77.7,-26637.99,38.85,71.97,49.7,Non-Healthy
342.45,130.84,44805.98,94.81,92.67,20.73,Healthy
399.43,6.05,2415.76,96.39,74.93,22.32,Non-Healthy
394.72,-40.55,-16007.5,96.71,97.42,36.01,Healthy
336.94,112.02,37742.65,87.01,81.04,45.82,Non-Healthy
409.65,-31.5,-12905.32,49.11,90.12,25.52,Healthy
414.34,-49.5,-20508.66,25.81,76.76,29.51,Non-Healthy
339.21,-87.82,-29787.73,65.51,77.21,28.12,Non-Healthy
342.53,-36.66,-12557.51,64.69,87.24,33.97,Healthy
360.68,-54.99,-19835.27,88.0,86.82,27.87,Healthy
412.93,53.19,21964.48,99.68,93.06,32.34,Healthy
405.16,-63.13,-25575.7,60.65,92.73,45.5,Healthy
312.31,23.16,7233.03,47.62,90.12,41.39,Healthy
347.13,-130.23,-45207.25,34.87,83.47,22.84,Non-Healthy
366.4,-92.61,-33933.92,20.38,96.72,42.32,Healthy
360.38,-27.78,-10010.67,60.73,88.68,36.7,Healthy
323.26,131.08,42374.93,64.44,99.71,52.71,Non-Healthy
403.06,-36.82,-14842.37,86.0,94.58,30.13,Healthy
381.23,49.22,18765.14,60.37,71.33,45.42,Non-Healthy
400.55,-73.47,-29429.87,93.32,79.62,45.58,Non-Healthy
403.05,-111.89,-45097.43,70.25,87.16,27.75,Healthy
389.8,-132.44,-51625.09,87.23,91.64,51.61,Non-Healthy
352.71,-58.38,-20589.51,31.86,86.51,37.19,Healthy
373.27,-102.7,-38335.01,88.43,93.58,43.76,Healthy
319.24,-97.8,-31221.05,74.01,78.48,25.1,Non-Healthy
380.84,78.23,29792.07,33.62,75.52,29.02,Non-Healthy
321.51,-145.25,-46698.93,35.18,71.62,40.51,Non-Healthy
383.27,17.34,6647.13,94.12,87.2,31.17,Healthy
327.55,-36.16,-11844.79,22.58,90.66,37.49,Healthy
314.11,1.96,617.22,57.0,79.78,33.09,Non-Healthy
319.83,18.85,6028.58,45.08,88.41,42.42,Healthy
300.24,-55.99,-16810.29,73.21,71.56,37.05,Non-Healthy
386.25,-61.47,-23741.68,87.17,72.98,20.16,Non-Healthy
387.89,70.02,27160.14,48.83,91.05,42.74,Healthy
361.79,111.38,40297.51,54.15,81.04,34.77,Non-Healthy
319.36,-92.23,-29453.47,98.55,90.14,31.96,Healthy
310.03,-120.71,-37424.66,82.71,94.95,23.3,Healthy
302.3,119.34,36075.56,91.78,95.58,27.71,Healthy
319.89,-45.03,-14405.07,55.1,75.17,27.83,Non-Healthy
406.9,15.4,6264.35,38.73,84.59,52.74,Non-Healthy
328.98,-42.14,-13862.44,52.95,92.02,35.14,Healthy
342.51,-112.26,-38450.22,77.29,93.22,21.47,Healthy
312.64,26.8,8378.63,28.75,93.54,24.86,Healthy
326.68,7.54,2463.93,41.64,76.85,22.77,Non-Healthy
362.31,-89.1,-32282.25,23.73,75.78,40.61,Non-Healthy
372.93,-14.44,-5384.85,54.59,87.7,26.53,Healthy
329.44,89.08,29348.12,86.2,92.23,37.45,Healthy
306.93,27.13,8326.29,21.97,79.57,32.95,Non-Healthy
346.92,-120.92,-41951.71,74.03,73.14,48.14,Non-Healthy
328.1,14.41,4726.82,94.6,91.5,31.22,Healthy
326.35,60.82,19848.88,38.95,78.99,36.04,Non-Healthy
415.18,87.81,36457.69,75.49,74.99,45.24,Non-Healthy
373.96,38.74,14485.29,98.01,74.43,35.17,Non-Healthy
366.83,-104.2,-38224.14,96.98,79.45,47.76,Non-Healthy
349.89,63.05,22061.45,38.79,87.78,43.16,Healthy
351.47,53.2,18699.28,28.03,80.75,34.37,Non-Healthy
364.91,-142.67,-52062.22,31.86,70.62,37.64,Non-Healthy
383.57,-26.48,-10155.33,76.16,72.91,53.85,Non-Healthy
384.26,-50.11,-19257.04,78.06,78.72,43.16,Non-Healthy
320.6,50.82,16294.22,73.94,89.79,51.67,Non-Healthy
360.01,-85.16,-30658.48,46.89,72.96,26.26,Non-Healthy
349.43,27.26,9526.15,33.58,86.82,36.91,Healthy
404.46,123.96,50137.99,66.46,73.6,51.8,Non-Healthy
375.77,89.34,33571.58,58.69,76.35,31.29,Non-Healthy
363.9,126.44,46010.6,78.31,75.17,53.87,Non-Healthy
313.85,143.55,45053.35,55.31,72.02,23.4,Non-Healthy
372.68,-146.8,-54708.53,47.09,90.14,51.59,Non-Healthy
314.06,36.82,11564.6,43.48,83.9,35.58,Non-Healthy
340.46,-26.15,-8902.53,36.92,94.93,22.58,Healthy
317.14,107.96,34237.39,41.26,72.97,50.78,Non-Healthy
383.05,-74.46,-28520.13,27.59,74.34,28.82,Non-Healthy
324.75,144.31,46864.33,47.75,79.19,20.78,Non-Healthy
347.02,34.11,11837.79,22.93,92.98,24.75,Healthy
407.48,88.06,35883.27,34.91,79.17,43.07,Non-Healthy
324.52,-124.32,-40344.12,79.74,82.25,54.22,Non-Healthy
360.94,-94.96,-34275.49,46.04,79.05,23.9,Non-Healthy
350.31,77.52,27156.62,73.46,72.41,36.17,Non-Healthy
302.17,-143.4,-43333.1,77.35,98.18,26.32,Healthy
395.13,95.06,37562.49,66.49,86.46,46.08,Healthy
308.29,-145.82,-44952.74,96.7,93.63,24.13,Healthy
356.91,47.14,16823.21,21.72,89.75,28.39,Healthy
367.28,-40.47,-14864.55,79.09,85.43,26.87,Healthy
375.41,33.45,12556.92,96.7,72.69,39.34,Non-Healthy
382.64,58.81,22502.59,88.98,89.28,50.56,Non-Healthy
330.39,-47.26,-15613.51,33.43,74.66,37.89,Non-Healthy
301.2,-117.61,-35424.21,46.15,82.43,22.04,Non-Healthy
386.81,-129.11,-49940.0,33.8,88.87,39.72,Healthy
364.28,26.68,9719.25,68.1,93.47,47.91,Healthy
400.33,6.2,2480.71,76.98,90.55,24.63,Healthy
398.57,72.66,28959.97,45.37,90.15,22.54,Healthy
401.2,2.92,1171.76,63.16,74.47,26.57,Non-Healthy
358.21,-23.27,-8334.24,75.27,80.38,46.11,Non-Healthy
340.04,-30.57,-10396.19,53.71,71.29,40.71,Non-Healthy
394.99,-142.07,-56114.19,88.32,91.58,38.92,Healthy
354.16,-49.33,-17471.49,81.72,98.58,28.73,Healthy
322.01,142.81,45985.41,25.17,77.92,31.63,Non-Healthy
402.6,112.07,45117.69,69.69,72.63,53.81,Non-Healthy
405.91,-51.19,-20777.0,38.83,84.27,28.42,Non-Healthy
355.96,26.34,9375.42,64.6,95.7,51.56,Non-Healthy
309.08,104.19,32203.16,96.55,86.56,40.32,Healthy
346.54,-17.62,-6105.22,90.32,71.4,24.32,Non-Healthy
396.42,-144.61,-57328.0,52.36,99.23,36.36,Healthy
408.21,-127.65,-52107.09,43.32,94.86,53.2,Non-Healthy
324.42,3.12,1011.47,38.75,73.95,34.65,Non-Healthy
308.04,140.83,43381.39,62.6,97.65,50.22,Non-Healthy
405.28,57.96,23491.31,29.14,83.52,28.98,Non-Healthy
346.73,-128.73,-44632.69,63.94,81.16,39.98,Non-Healthy
365.01,-93.19,-34016.04,20.11,83.83,49.53,Non-Healthy
416.17,81.4,33874.79,45.91,95.04,52.22,Non-Healthy
307.99,102.43,31547.78,37.59,89.78,37.0,Healthy
377.8,35.31,13339.44,97.7,71.78,42.39,Non-Healthy
308.89,43.33,13383.38,78.18,98.73,20.1,Healthy
345.06,-141.5,-48825.04,47.97,74.43,28.86,Non-Healthy
396.46,98.56,39074.51,27.43,92.37,29.75,Healthy
352.02,86.48,30443.3,61.34,89.08,23.27,Healthy
419.66,-72.29,-30337.13,37.08,75.63,29.79,Non-Healthy
367.09,62.6,22980.76,62.91,75.12,31.24,Non-Healthy
338.54,-85.54,-28959.89,86.83,96.11,53.91,Non-Healthy
326.41,-137.9,-45012.71,69.26,82.59,43.4,Non-Healthy
342.06,-89.66,-30668.99,70.7,89.64,34.91,Healthy
344.7,-96.41,-33233.37,63.28,85.12,54.58,Non-Healthy
308.25,-48.68,-15004.04,94.18,91.82,25.36,Healthy
344.35,-24.47,-8424.55,94.55,84.38,36.66,Non-Healthy
355.71,2.56,911.21,61.02,78.62,42.65,Non-Healthy
386.73,-6.97,-2696.98,44.46,80.9,21.95,Non-Healthy
378.81,-68.8,-26061.06,56.77,95.77,45.09,Healthy
385.05,-141.25,-54388.12,34.92,84.04,23.5,Non-Healthy
301.0,31.53,9490.79,70.91,76.4,24.91,Non-Healthy
326.12,-31.28,-10199.91,60.01,98.04,25.59,Healthy
379.4,-60.4,-22915.26,28.26,93.9,52.51,Non-Healthy
358.08,110.08,39418.13,35.81,71.67,43.91,Non-Healthy
300.64,74.02,22254.1,58.37,99.97,42.94,Healthy
396.54,107.33,42560.44,91.01,90.85,39.44,Healthy
392.74,-1.51,-591.13,65.31,74.81,30.25,Non-Healthy
365.81,-110.72,-40502.74,74.52,77.12,41.73,Non-Healthy
307.98,58.87,18129.42,47.12,90.77,34.36,Healthy
391.98,-88.18,-34564.12,65.71,93.39,25.09,Healthy
370.05,-17.63,-6524.31,55.79,77.17,44.14,Non-Healthy
393.84,-130.5,-51395.4,72.73,77.71,24.54,Non-Healthy
390.21,97.59,38081.54,24.05,79.21,26.67,Non-Healthy
396.36,-112.22,-44478.68,59.46,87.94,48.62,Healthy
362.16,120.93,43795.86,43.68,75.15,43.1,Non-Healthy
316.84,109.27,34620.73,46.09,73.13,42.08,Non-Healthy
380.54,-10.63,-4043.29,96.87,90.37,34.64,Healthy
374.46,73.31,27451.6,34.62,93.37,33.87,Healthy
389.07,35.83,13941.76,44.9,85.03,44.16,Healthy
320.39,90.92,29130.33,60.79,80.91,45.9,Non-Healthy
323.4,-20.46,-6616.21,89.04,82.96,37.86,Non-Healthy
406.85,85.74,34884.28,53.33,81.65,53.92,Non-Healthy
390.0,-11.26,-4392.52,79.51,98.8,53.45,Non-Healthy
408.99,132.29,54104.84,88.51,93.04,34.44,Healthy
391.05,-4.09,-1598.74,44.8,76.24,48.72,Non-Healthy
371.66,-11.21,-4167.86,51.42,81.53,39.01,Non-Healthy
378.5,85.52,32369.56,48.52,86.32,37.91,Healthy
406.7,96.47,39235.25,86.63,88.39,21.92,Healthy
369.46,16.35,6039.41,23.55,84.05,40.09,Non-Healthy
375.89,-96.06,-36107.95,44.67,94.3,51.52,Non-Healthy
318.78,-9.67,-3083.38,74.35,93.03,47.3,Healthy
356.87,140.42,50112.39,65.24,85.15,47.52,Healthy
385.97,75.9,29293.35,54.9,95.63,25.6,Healthy
332.51,93.35,31039.69,63.2,92.53,32.55,Healthy
324.27,-140.15,-45447.27,35.81,93.36,28.16,Healthy
337.66,-9.64,-3255.76,54.46,98.69,31.06,Healthy
328.98,43.99,14470.63,60.14,77.99,40.28,Non-Healthy
325.79,99.01,32256.36,92.1,78.03,32.77,Non-Healthy
350.98,-135.22,-47459.06,40.87,96.67,39.62,Healthy
408.94,105.73,43237.97,89.43,93.17,35.35,Healthy
360.85,14.52,5239.6,71.54,97.8,30.03,Healthy
322.55,-90.81,-29289.45,21.63,71.89,23.34,Non-Healthy
309.24,-54.82,-16953.41,77.97,88.83,51.21,Non-Healthy
383.54,-65.42,-25091.54,22.84,74.34,20.4,Non-Healthy
345.94,9.26,3202.57,99.79,85.12,20.06,Healthy
398.62,-134.49,-53612.08,89.81,74.67,48.94,Non-Healthy
379.14,-102.44,-38838.91,43.79,73.84,54.89,Non-Healthy
395.55,93.81,37105.62,40.59,70.37,45.45,Non-Healthy
332.63,-110.22,-36662.47,50.52,88.91,20.53,Healthy
383.08,-79.98,-30639.41,48.49,80.77,27.93,Non-Healthy
331.69,-13.99,-4639.92,49.79,73.16,54.01,Non-Healthy
412.69,5.14,2119.68,45.46,79.69,48.3,Non-Healthy
376.36,79.08,29764.12,69.69,75.07,39.84,Non-Healthy
338.94,-15.8,-5355.37,33.14,98.25,28.29,Healthy
332.34,86.96,28900.21,87.68,79.6,20.5,Non-Healthy
322.91,35.5,11464.6,84.99,80.02,20.73,Non-Healthy
383.36,-116.07,-44496.27,58.12,95.2,41.42,Healthy
326.25,-103.1,-33636.14,88.22,89.43,20.76,Healthy
371.44,-18.89,-7016.39,39.77,91.31,54.78,Non-Healthy
331.76,-30.93,-10262.28,21.41,89.08,26.42,Healthy
379.44,73.06,27722.86,69.54,98.39,44.87,Healthy
397.79,24.22,9635.0,56.63,76.21,25.43,Non-Healthy
393.36,-33.56,-13201.29,65.37,99.67,38.9,Healthy
391.3,-98.77,-38649.66,91.95,94.93,22.82,Healthy
322.53,-81.95,-26430.7,97.59,87.67,46.84,Healthy
310.61,22.65,7035.33,70.76,89.87,40.47,Healthy
383.87,-22.97,-8816.95,81.12,89.46,23.02,Healthy
344.2,4.48,1541.42,26.7,71.75,49.7,Non-Healthy
351.88,-98.8,-34764.76,32.86,76.54,39.15,Non-Healthy
303.74,48.87,14844.24,78.66,98.84,52.26,Non-Healthy
331.15,105.76,35022.87,54.51,86.03,52.08,Non-Healthy
304.04,-72.62,-22078.91,55.68,81.35,52.22,Non-Healthy
405.5,-2.55,-1032.3,44.69,92.86,22.72,Healthy
329.21,142.66,46964.16,68.59,85.74,24.23,Healthy
366.88,-50.03,-18354.1,34.81,70.39,54.57,Non-Healthy
304.68,28.51,8687.55,70.15,92.09,37.07,Healthy
380.02,-122.94,-46720.36,33.9,91.97,28.34,Healthy
338.76,31.8,10774.2,25.11,74.95,46.94,Non-Healthy
407.75,-123.11,-50198.33,46.43,98.7,29.25,Healthy
406.57,137.77,56013.98,38.49,76.72,45.45,Non-Healthy
339.03,64.7,21935.15,91.12,83.73,49.31,Non-Healthy
408.12,86.45,35280.73,24.4,73.44,47.45,Non-Healthy
419.54,61.23,25688.92,34.13,88.1,29.59,Healthy
399.05,26.92,10741.91,63.9,81.26,34.06,Non-Healthy
401.38,-15.03,-6031.27,58.49,80.6,34.46,Non-Healthy
329.88,107.51,35466.18,23.67,94.81,37.19,Healthy
369.2,137.05,50599.71,20.58,70.29,25.86,Non-Healthy
308.07,-0.29,-89.08,99.05,93.94,35.84,Healthy
311.39,129.46,40312.73,72.71,87.14,37.88,Healthy
419.87,25.0,10496.62,49.23,99.58,38.61,Healthy
339.2,11.52,3905.94,57.63,87.68,48.7,Healthy
389.78,-13.66,-5322.54,41.32,71.66,38.11,Non-Healthy
396.8,-87.21,-34606.37,47.59,71.52,28.08,Non-Healthy
402.96,-148.88,-59994.75,71.92,96.49,43.21,Healthy
419.72,-77.55,-32548.14,90.62,95.24,47.91,Healthy
328.98,2.92,959.62,34.73,80.38,31.18,Non-Healthy
304.84,-36.01,-10977.98,87.23,88.54,42.59,Healthy
349.34,-15.45,-5398.9,29.72,84.69,25.14,Non-Healthy
315.61,144.19,45509.17,37.2,99.01,31.97,Healthy
302.69,-44.92,-13596.37,22.97,98.5,51.82,Non-Healthy
343.25,-14.35,-4923.98,31.26,99.52,51.9,Non-Healthy
394.05,-109.95,-43323.8,93.38,95.99,40.14,Healthy
367.94,-135.61,-49897.56,56.76,97.29,44.58,Healthy
337.53,82.62,27887.97,26.21,76.52,49.89,Non-Healthy
378.52,21.2,8026.52,96.78,94.93,53.55,Non-Healthy
327.84,78.21,25641.01,90.32,91.27,37.15,Healthy
301.73,-105.04,-31693.63,80.37,98.88,39.66,Healthy
391.72,21.55,8441.08,94.68,87.14,34.55,Healthy
374.85,-73.91,-27704.07,37.61,72.56,22.52,Non-Healthy
391.48,-81.58,-31937.21,86.91,87.92,34.8,Healthy
304.67,-146.54,-44647.39,75.2,90.6,47.67,Healthy
400.45,-110.9,-44409.5,89.58,76.61,48.17,Non-Healthy
374.34,-57.22,-21419.75,83.75,81.82,51.23,Non-Healthy
367.61,-114.94,-42251.47,47.72,87.96,21.8,Healthy
374.95,145.76,54652.32,81.95,81.22,38.45,Non-Healthy
403.73,-57.41,-23178.34,41.0,81.25,23.76,Non-Healthy
370.43,-110.9,-41081.99,46.29,73.99,27.03,Non-Healthy
369.71,-90.28,-33376.05,28.63,98.22,51.51,Non-Healthy
418.88,26.31,11021.18,94.81,92.51,37.39,Healthy
390.81,-130.79,-51112.53,43.28,70.04,46.55,Non-Healthy
353.08,108.73,38389.96,61.65,92.97,22.25,Healthy
384.89,138.45,53287.66,51.31,92.19,34.59,Healthy
346.71,-75.98,-26341.38,96.79,70.29,43.6,Non-Healthy
327.47,-14.97,-4902.62,46.8,81.09,24.67,Non-Healthy
371.62,-143.36,-53275.64,82.28,88.2,31.4,Healthy
411.38,42.21,17365.69,88.43,83.58,22.26,Non-Healthy
411.5,-25.82,-10625.74,54.85,93.34,42.8,Healthy
341.03,-68.98,-23524.99,50.25,82.76,53.98,Non-Healthy
363.32,-87.95,-31953.7,79.82,74.62,48.95,Non-Healthy
325.4,46.21,15035.56,93.03,99.29,54.11,Non-Healthy
419.48,-25.13,-10543.48,80.39,77.26,49.6,Non-Healthy
417.73,-96.1,-40145.18,38.17,91.53,49.93,Healthy
377.94,56.73,21441.63,91.06,74.29,40.2,Non-Healthy
396.53,19.52,7740.93,51.01,79.87,38.14,Non-Healthy
385.81,107.6,41514.0,66.1,83.26,34.22,Non-Healthy
371.18,-114.76,-42595.47,86.51,75.77,48.63,Non-Healthy
306.4,85.7,26258.62,35.07,83.5,26.37,Non-Healthy
354.57,52.06,18457.24,82.76,74.71,21.97,Non-Healthy
380.97,-115.5,-44001.29,67.69,86.77,53.18,Non-Healthy
381.3,58.45,22285.77,91.47,89.91,20.13,Healthy
344.77,-17.54,-6045.91,33.76,71.87,54.19,Non-Healthy
413.0,133.5,55134.02,53.65,96.13,45.51,Healthy
320.08,-107.52,-34414.22,86.63,75.55,31.5,Non-Healthy
360.04,42.85,15427.85,21.54,76.76,44.42,Non-Healthy
382.91,-35.41,-13557.17,28.98,89.84,48.63,Healthy
383.66,137.04,52577.95,99.25,84.06,28.59,Non-Healthy
377.84,-51.01,-19272.52,42.43,84.98,46.98,Non-Healthy
333.03,138.66,46177.17,98.04,73.84,48.15,Non-Healthy
318.74,120.45,38391.46,34.6,94.17,28.73,Healthy
376.31,-68.89,-25922.32,48.89,88.51,21.47,Healthy
371.92,91.06,33867.64,80.23,74.06,27.14,Non-Healthy
321.52,148.68,47804.4,72.62,81.22,27.02,Non-Healthy
384.62,-74.2,-28538.98,66.49,94.31,22.28,Healthy
354.62,-18.97,-6726.04,62.39,87.05,45.41,Healthy
380.13,6.05,2301.4,87.48,73.26,33.3,Non-Healthy
400.48,-61.52,-24638.04,38.8,81.18,50.95,Non-Healthy
320.37,-145.42,-46588.0,55.4,77.28,28.83,Non-Healthy
302.3,-83.96,-25381.26,32.44,85.52,35.86,Healthy
393.49,-65.42,-25741.85,67.68,95.3,42.37,Healthy
373.16,-16.92,-6313.96,40.04,83.09,50.71,Non-Healthy
383.96,-98.67,-37884.73,46.71,83.0,38.36,Non-Healthy
400.58,111.98,44855.31,57.7,97.16,33.07,Healthy
396.34,61.47,24364.18,22.14,87.29,50.35,Non-Healthy
415.31,-124.44,-51681.17,27.36,86.99,30.86,Healthy
364.31,45.03,16404.15,74.87,77.86,22.78,Non-Healthy
358.62,46.1,16531.26,54.32,88.23,35.58,Healthy
348.23,136.87,47660.49,89.18,87.28,47.48,Healthy
318.44,-149.09,-47477.85,75.57,81.91,21.08,Non-Healthy
368.71,-75.62,-27882.16,20.65,99.72,40.51,Healthy
333.24,128.34,42767.36,69.34,96.46,40.81,Healthy
410.56,129.64,53224.67,27.5,92.49,52.5,Non-Healthy
369.98,66.18,24483.96,82.47,86.12,30.03,Healthy
371.14,79.73,29590.69,99.32,83.86,29.76,Non-Healthy
342.59,-122.56,-41986.27,62.5,75.55,35.42,Non-Healthy
306.24,4.16,1274.8,74.62,79.17,32.49,Non-Healthy
303.81,-80.53,-24464.27,38.99,93.22,45.77,Healthy
350.8,-95.63,-33548.63,55.01,83.61,42.46,Non-Healthy
310.15,93.09,28871.97,88.49,96.47,46.56,Healthy
372.82,-109.49,-40819.7,33.39,74.44,48.7,Non-Healthy
405.72,-9.4,-3815.57,41.24,85.25,52.3,Non-Healthy
405.95,131.57,53412.22,55.63,89.41,35.08,Healthy
379.09,-94.25,-35728.95,76.98,85.51,54.46,Non-Healthy
325.35,143.4,46654.24,50.07,96.68,27.55,Healthy
403.56,148.29,59842.4,94.22,99.69,45.0,Healthy
406.33,16.69,6779.7,27.56,73.48,38.69,Non-Healthy
323.6,-98.96,-32022.39,49.66,73.9,48.59,Non-Healthy
388.49,-55.17,-21432.49,76.72,73.91,36.69,Non-Healthy
334.38,-22.65,-7574.48,38.08,90.44,47.44,Healthy
396.32,-57.2,-22670.41,72.51,81.18,52.56,Non-Healthy
419.67,-65.81,-27618.1,33.14,92.0,45.63,Healthy
303.6,141.67,43011.12,24.48,82.16,47.16,Non-Healthy
407.68,-103.99,-42395.27,29.68,88.83,22.35,Healthy
374.72,70.0,26229.49,94.4,93.1,27.17,Healthy
416.81,-149.88,-62469.58,64.14,86.45,54.1,Non-Healthy
355.8,28.85,10266.57,83.71,86.19,44.26,Healthy
401.69,124.78,50123.61,46.61,72.65,39.65,Non-Healthy
307.49,-63.62,-19562.27,67.41,82.32,32.84,Non-Healthy
340.23,-94.34,-32098.38,59.6,86.37,21.55,Healthy
308.04,45.5,14017.12,95.66,83.86,32.92,Non-Healthy
417.04,63.78,26599.06,79.81,97.02,37.46,Healthy
398.04,56.41,22452.92,78.44,97.2,27.4,Healthy
402.31,-54.2,-21806.95,23.71,94.66,26.06,Healthy
412.56,-74.34,-30669.1,63.97,81.26,37.79,Non-Healthy
310.21,136.78,42429.5,57.36,91.52,40.51,Healthy
346.27,126.99,43972.99,94.23,81.86,28.4,Non-Healthy
308.52,-12.81,-3950.66,40.59,76.98,40.56,Non-Healthy
325.3,103.86,33784.56,41.59,80.29,51.51,Non-Healthy
327.52,-14.3,-4684.56,52.91,72.13,36.56,Non-Healthy
356.29,-22.68,-8081.9,39.47,79.95,50.01,Non-Healthy
332.23,-102.97,-34209.83,30.33,83.82,52.45,Non-Healthy
312.12,-22.08,-6890.98,88.59,98.66,23.23,Healthy
320.1,11.23,3593.14,64.66,79.4,23.35,Non-Healthy
317.67,-143.25,-45506.25,88.91,97.07,36.66,Healthy
416.77,-16.77,-6987.59,86.49,76.87,40.58,Non-Healthy
391.12,84.41,33012.8,42.56,75.73,34.91,Non-Healthy
416.13,54.01,22476.84,63.82,85.57,31.43,Healthy
352.77,40.55,14303.75,26.66,90.18,42.43,Healthy
333.4,122.87,40964.25,93.22,71.33,20.07,Non-Healthy
395.8,-144.59,-57228.18,52.34,76.63,53.88,Non-Healthy
339.15,17.11,5804.31,51.49,83.67,28.12,Non-Healthy
335.93,86.2,28958.39,44.22,79.93,52.1,Non-Healthy
327.9,12.4,4066.17,56.85,91.38,23.82,Healthy
315.56,-52.83,-16671.53,40.14,85.33,28.33,Healthy
330.78,-109.12,-36095.83,49.99,74.81,28.22,Non-Healthy
342.64,116.27,39838.19,84.0,96.83,54.87,Non-Healthy
380.88,-8.77,-3340.8,86.74,78.79,20.16,Non-Healthy
307.51,113.43,34882.01,44.33,91.93,42.39,Healthy
325.26,25.76,8377.3,57.52,93.4,50.44,Non-Healthy
397.08,52.26,20750.61,89.91,98.89,43.53,Healthy
317.63,91.28,28992.8,24.21,84.96,32.7,Non-Healthy
341.12,47.75,16287.22,91.13,88.48,53.54,Non-Healthy
403.76,-30.58,-12348.38,37.53,80.05,51.27,Non-Healthy
318.59,4.09,1303.04,74.28,90.35,35.19,Healthy
309.93,90.91,28176.73,66.6,83.9,40.07,Non-Healthy
358.14,-37.9,-13575.44,64.24,83.13,53.86,Non-Healthy
336.29,-33.56,-11287.1,88.75,95.66,54.39,Non-Healthy
367.61,-121.29,-44588.39,28.13,71.51,35.74,Non-Healthy
396.46,124.38,49309.42,47.76,96.46,49.66,Healthy
316.46,-122.69,-38825.93,63.06,95.56,30.57,Healthy
369.68,44.46,16437.16,84.9,85.19,33.01,Healthy
360.66,-26.04,-9392.21,37.32,84.71,25.77,Non-Healthy
317.29,-28.31,-8983.79,84.23,80.85,27.32,Non-Healthy
